BILL_1,BILL_2,BILL_3,BILL_4,BILL_5,BILL_6,AGE,SEX,EDUCATION,MARRIAGE,RISK
13820,15614,16293,7760,2000,0,27,Female,High School,Single,HIGH
13233,12772,14555,15803,19217,18768,23,Female,Graduate School,Single,HIGH
-191,191,2898,4728,5149,5561,27,Female,University,Single,HIGH
56252,57760,58250,56352,57930,16563,29,Female,University,Married,LOW
5841,23194,62361,67057,17024,18659,31,Female,University,Married,HIGH
165254,157784,162702,69923,29271,29889,33,Female,High School,Others,HIGH
12479,10100,10923,10549,4747,4864,26,Female,University,Single,HIGH
455293,441048,433541,425538,419080,98840,51,Female,Others,Single,HIGH
44312,23132,-2793,-2793,20381,25198,32,Female,University,Married,LOW
5433,12906,7044,6787,6534,6277,56,Male,Graduate School,Married,LOW
3122,-26214,98834,34677,55634,44325,43,Female,High School,Married,HIGH
22241,23273,24204,24510,24811,24274,39,Female,High School,Married,LOW
198878,195883,190282,164492,165076,166008,33,Female,University,Single,LOW
1688,0,850,2158,0,1935,41,Female,High School,Married,HIGH
301731,230617,306116,291201,241557,193103,50,Male,Graduate School,Others,LOW
29701,27243,28227,28393,29149,28819,28,Female,University,Married,LOW
21353,20736,20000,0,0,0,51,Male,High School,Single,LOW
1243,0,2366,-1438,-1438,66129,37,Female,Graduate School,Married,HIGH
8217,3000,0,504,279,254,24,Male,Graduate School,Single,HIGH
47422,52831,51345,49734,50476,50751,35,Male,High School,Single,HIGH
10968,12495,11998,13795,13431,16199,39,Male,Graduate School,Single,LOW
47858,49223,42589,639,4639,2312,32,Female,Graduate School,Married,LOW
19252,21351,20819,20993,19089,16062,42,Male,Graduate School,Married,HIGH
44849,41873,28077,18291,16886,27476,34,Male,University,Married,LOW
173577,171480,171794,166637,169021,164531,27,Female,University,Single,LOW
-5,-5,-5,1299,4374,4986,34,Male,Graduate School,Single,HIGH
380781,389354,373512,304594,305275,303402,38,Female,High School,Married,HIGH
0,1663,4777,1755,2442,2724,36,Female,Graduate School,Married,HIGH
51907,52997,53559,54716,54533,58085,25,Female,Graduate School,Single,HIGH
0,652,0,326,2005,474,28,Female,Graduate School,Single,HIGH
99958,76554,58610,9779,12273,2701,40,Male,University,Married,HIGH
0,0,324,3741,1374,2932,30,Female,Graduate School,Single,HIGH
22237,5683,1632,1632,22379,8901,42,Female,University,Married,HIGH
4242,3891,1005,5308,8430,0,23,Female,Graduate School,Single,HIGH
2215,8977,3300,10770,11800,10043,30,Female,High School,Married,HIGH
45068,44158,48437,50667,52888,54060,25,Female,Graduate School,Single,HIGH
0,198,198,324,171,0,60,Female,University,Married,HIGH
-1213,35789,36751,390,390,390,45,Male,High School,Married,HIGH
110529,113505,114531,111037,95454,96370,39,Male,University,Married,LOW
12891,14275,15737,16603,17395,17182,25,Male,University,Single,HIGH
62988,63056,63741,64096,64473,64927,30,Female,University,Single,HIGH
0,0,0,0,0,0,39,Female,Graduate School,Single,HIGH
78592,80240,39835,41150,0,0,27,Female,University,Single,HIGH
236171,228951,220826,191655,162435,132093,52,Male,Graduate School,Married,HIGH
1789,4249,4038,5275,0,0,23,Male,High School,Single,LOW
57657,54173,67300,590,0,0,44,Female,University,Single,HIGH
28328,29505,25362,19493,5765,0,22,Male,High School,Single,HIGH
114476,113995,116574,117041,50980,51285,32,Male,University,Single,HIGH
61559,51163,43824,39619,35762,33258,43,Female,High School,Others,HIGH
14218,15247,16986,16418,16615,16944,48,Female,University,Single,LOW
30144,32649,32425,32625,9687,5526,32,Male,Graduate School,Married,HIGH
27163,29408,29395,28895,105,955,31,Male,Graduate School,Single,HIGH
25043,26411,27451,19431,19837,20232,55,Female,Graduate School,Married,HIGH
288,392,-4,392,396,396,35,Female,Graduate School,Married,HIGH
47407,37716,30873,24659,15849,8540,39,Female,University,Married,HIGH
338106,342904,344464,240865,234939,240176,42,Female,Others,Married,HIGH
55563,55222,54293,53294,51558,52800,33,Female,Graduate School,Married,LOW
3860,648,11094,4041,4485,9364,39,Female,Graduate School,Single,HIGH
3099,3102,3087,2887,2887,2887,34,Female,Graduate School,Married,HIGH
1783,1251,629,0,303,219,37,Male,Graduate School,Single,HIGH
103880,39356,301441,37945,104491,35234,32,Female,Graduate School,Single,HIGH
37681,27664,18037,1696,-4,2889,45,Male,High School,Married,LOW
72322,74758,78423,81017,81698,83562,33,Male,University,Single,HIGH
3465,5543,5463,10912,5228,9769,38,Male,High School,Married,HIGH
50060,54213,49512,18657,33296,32622,42,Female,University,Married,HIGH
5233,5393,1824,350,150,199,33,Female,Graduate School,Married,HIGH
1876,1876,1876,1876,1876,1876,45,Female,High School,Single,LOW
63348,62934,60513,18712,17015,20284,56,Female,High School,Married,HIGH
560,0,0,0,0,0,41,Male,Graduate School,Married,HIGH
30640,31546,28405,27959,27785,28123,42,Female,University,Married,HIGH
110524,108204,99784,71451,67024,62655,29,Male,Graduate School,Single,HIGH
95933,96772,97240,98159,97481,97574,38,Male,University,Single,HIGH
1687,400,300,922,3509,1979,26,Female,University,Single,LOW
47001,47664,38192,39234,20960,360,30,Female,Others,Single,HIGH
18430,19809,21482,23118,23437,24900,27,Female,Graduate School,Single,LOW
44630,44802,40686,7710,0,0,25,Male,University,Single,LOW
82609,81989,82466,78234,75615,76849,27,Male,University,Single,HIGH
16150,17880,22248,26842,35997,55272,26,Female,University,Single,HIGH
24401,22771,19461,16181,14669,14422,24,Female,University,Single,HIGH
171907,171394,68907,70164,70672,69581,39,Female,University,Others,HIGH
776,776,776,776,926,776,42,Female,University,Married,HIGH
326,2241,2579,326,1005,625,32,Female,Graduate School,Single,HIGH
2780,1950,7956,499,0,5990,28,Female,Graduate School,Single,HIGH
43027,44340,48959,49672,50758,49676,23,Male,University,Single,HIGH
5902,6767,8145,8153,8324,8490,46,Male,University,Married,HIGH
30209,31193,31440,38001,48301,28131,33,Male,University,Single,HIGH
367965,412023,445007,542653,483003,473944,29,Male,Graduate School,Single,HIGH
50679,45126,37800,51457,50463,41758,27,Male,University,Single,LOW
47721,48993,50280,18762,18290,19165,50,Male,University,Married,HIGH
0,600,0,0,0,1459,58,Female,University,Married,HIGH
470400,0,0,0,0,330982,30,Female,University,Single,LOW
331508,319742,255166,197695,201907,195961,52,Female,University,Married,HIGH
57595,54503,51217,47919,44593,38475,51,Female,University,Single,HIGH
10514,8408,5250,9360,4098,800,48,Male,High School,Others,LOW
10710,4982,800,56800,54588,-7,44,Male,Graduate School,Single,HIGH
286506,262830,210583,210982,126502,102999,42,Male,University,Married,HIGH
1902,2161,1144,1346,1024,-4,38,Male,Graduate School,Married,HIGH
94056,96272,97464,80034,80533,77479,24,Female,University,Single,HIGH
4314,5190,6554,6895,5844,6079,40,Female,University,Married,LOW
8128,8470,10255,9389,8345,8572,27,Female,Graduate School,Single,HIGH
197142,198367,96731,67431,60690,60442,28,Female,University,Married,HIGH
88345,94597,92077,93272,96298,95745,29,Female,University,Single,HIGH
20030,18808,17080,18293,18752,19195,23,Female,High School,Married,HIGH
61514,61748,58583,28301,29301,14400,25,Male,University,Single,HIGH
80491,64868,51936,30165,30145,30085,22,Female,University,Single,HIGH
850,12340,14910,44967,11669,5169,52,Female,University,Married,HIGH
151214,154669,154102,149903,148435,158498,45,Female,Others,Married,HIGH
89296,101755,90684,23000,25000,0,26,Male,University,Single,HIGH
22908,32513,6192,2885,8419,2810,37,Female,University,Married,LOW
170678,26031,191493,136249,111454,96425,45,Male,University,Single,HIGH
52156,51041,50205,20218,20263,19864,23,Male,University,Single,LOW
7474,8625,3511,4950,4727,5494,25,Male,University,Single,LOW
10086,32353,13181,2010,7790,0,39,Male,University,Married,HIGH
2989,3454,2917,1473,390,1320,26,Male,University,Single,LOW
164262,158903,150548,152170,155476,165902,28,Female,Graduate School,Single,HIGH
325,650,325,2250,1925,1925,35,Male,Graduate School,Single,LOW
17365,18102,17514,20207,19745,20263,35,Male,Graduate School,Married,HIGH
0,0,0,0,0,0,34,Male,Graduate School,Single,LOW
21508,20881,23217,28498,28060,29999,22,Female,High School,Married,LOW
3138,4090,2060,780,1000,0,29,Female,University,Married,LOW
671,671,671,1642,821,671,32,Male,Graduate School,Single,LOW
67570,61248,54707,29250,29905,29519,37,Female,University,Single,HIGH
86116,83724,80721,79939,58586,14570,34,Female,University,Married,HIGH
326,326,326,2400,1075,1650,27,Male,Graduate School,Single,LOW
153201,136157,115733,93359,55264,11292,27,Female,Graduate School,Single,HIGH
40046,47317,48849,35920,37433,10791,30,Female,Graduate School,Married,HIGH
46746,36935,29718,22828,19808,12606,28,Female,Graduate School,Single,HIGH
4052,4503,0,1115,1336,1878,37,Male,Graduate School,Married,LOW
50834,52163,51060,54200,52734,55903,35,Female,High School,Married,LOW
62381,32320,22528,10502,82823,52624,50,Male,High School,Married,HIGH
-7,4422,367,3287,0,0,39,Male,University,Married,HIGH
17362,16666,16666,16666,33923,16666,53,Male,High School,Single,HIGH
483,480,390,390,390,390,22,Female,Graduate School,Single,HIGH
50221,49664,49611,2190,19769,19335,42,Female,University,Single,HIGH
91226,83650,80037,53055,102587,98251,36,Female,Others,Single,HIGH
20579,19948,19521,19247,19816,20015,35,Male,Graduate School,Single,HIGH
298072,305851,245210,204845,190840,165498,29,Male,Graduate School,Single,HIGH
87313,90345,37554,7628,1026,1422,28,Male,Graduate School,Single,HIGH
666,2629,4352,1440,1486,2290,57,Female,University,Married,HIGH
35539,38246,37332,39702,38932,41770,42,Female,Graduate School,Single,LOW
196550,178609,180357,168935,88883,88973,32,Male,University,Single,HIGH
40067,43099,42133,43127,44210,45844,25,Female,Graduate School,Single,LOW
159351,162791,167631,169593,172967,183598,47,Male,Graduate School,Single,HIGH
16357,17287,19992,22329,23964,23428,44,Male,University,Married,LOW
-22,227,3480,3555,1850,1580,31,Female,Graduate School,Single,LOW
136497,135505,137629,120147,122247,122574,32,Female,University,Single,HIGH
129882,131991,134515,134141,137667,126127,26,Female,Graduate School,Single,HIGH
182499,184632,180260,192260,187714,195702,30,Male,Graduate School,Single,LOW
24036,25035,25930,26206,26477,27404,46,Female,University,Married,LOW
1340,950,1560,1170,780,780,45,Male,High School,Married,LOW
0,0,81677,46177,3308,2912,35,Male,University,Single,HIGH
99203,97294,99377,101577,99453,101879,25,Female,University,Married,HIGH
26533,16426,0,0,0,0,38,Male,University,Single,HIGH
9725,10766,12070,11973,10166,7966,44,Female,University,Single,HIGH
19766,14066,11524,10812,11643,12458,23,Male,University,Single,HIGH
73863,74970,75285,73654,75642,80984,41,Female,Graduate School,Married,HIGH
36484,24049,89271,1946,11859,506,43,Female,Graduate School,Married,HIGH
43747,44488,47342,46326,46358,45283,28,Female,University,Single,HIGH
3475,4366,4148,4579,4360,4787,52,Female,High School,Married,HIGH
50806,48798,29003,28911,28601,29215,42,Female,Others,Single,LOW
54232,55456,56625,57757,59424,60631,28,Female,University,Married,HIGH
4736,0,0,0,4881,4634,45,Female,Graduate School,Others,HIGH
28204,0,16500,0,26854,554,41,Female,Graduate School,Single,LOW
114538,117171,115941,116877,117359,117029,29,Female,University,Single,HIGH
49220,48161,49310,49725,49910,48694,46,Male,High School,Single,LOW
256557,188370,186778,184132,189947,89016,39,Female,Graduate School,Married,HIGH
228,3183,5455,7629,6354,4655,31,Male,University,Single,HIGH
45192,9920,16991,17727,18391,18490,22,Male,Graduate School,Single,HIGH
28457,29491,30508,31599,32262,32904,28,Female,University,Single,LOW
16889,17868,18028,38126,18690,19082,28,Male,University,Single,HIGH
10960,10487,13108,12601,13391,14027,46,Male,High School,Married,LOW
326,326,326,652,326,476,40,Female,Graduate School,Married,LOW
59462,60866,54007,52089,29397,29110,37,Female,University,Married,LOW
9435,40670,14007,11922,84739,11132,46,Female,Graduate School,Married,HIGH
1923,-574,2533,1607,56694,58091,30,Female,Graduate School,Married,LOW
0,0,0,600,-150,-150,34,Female,Graduate School,Married,HIGH
42807,32187,48600,7514,9336,-177,40,Male,University,Single,HIGH
23819,15367,10159,9859,8360,4101,38,Female,University,Married,HIGH
34364,34246,13266,19876,19274,17923,36,Male,High School,Single,HIGH
344,5757,1820,2308,807,4966,30,Female,University,Married,HIGH
815,815,815,910,58095,37684,52,Female,University,Others,HIGH
56119,57282,58533,59349,55302,56563,24,Female,Graduate School,Single,HIGH
15903,15350,16438,17250,17601,17982,31,Female,High School,Married,LOW
-1,297,-2,-2,-2,-2,37,Female,University,Single,HIGH
1154,1233,862,1355,1130,21361,48,Female,University,Married,HIGH
43662,42682,45603,44569,47452,46536,28,Female,Graduate School,Single,LOW
29252,30086,30680,30797,31147,31996,29,Male,University,Single,HIGH
4134,2128,960,6658,0,0,43,Male,Graduate School,Single,HIGH
36472,33947,35518,30564,21849,25168,30,Female,University,Married,LOW
58363,106270,159464,155685,137838,6556,26,Female,Graduate School,Single,HIGH
9779,60911,19796,1725,1150,0,34,Female,Graduate School,Married,HIGH
108924,109705,108748,108116,108951,109901,24,Female,University,Single,HIGH
6479,1670,4330,8036,1505,974,24,Female,High School,Married,LOW
19614,19844,19929,18775,13854,10718,22,Male,Others,Single,HIGH
31333,32365,33380,34043,34756,35448,53,Female,University,Married,HIGH
12897,13484,6655,6618,0,0,27,Male,Graduate School,Married,LOW
500,2000,1354,0,0,2699,27,Male,High School,Married,LOW
7576,15532,7626,11896,15520,7156,24,Female,Graduate School,Single,HIGH
5466,5652,9690,5286,8191,11272,29,Female,Graduate School,Single,HIGH
30447,9428,11704,19036,41147,53733,34,Male,Others,Married,HIGH
1467,975,246,246,246,884,26,Female,High School,Single,HIGH
129925,131624,133763,133195,101298,101601,28,Female,University,Single,HIGH
18563,19647,20725,21774,22114,22607,62,Female,High School,Married,LOW
-200,-200,1600,5431,0,0,41,Male,Graduate School,Married,HIGH
9987,14769,16658,21032,19497,3510,23,Female,University,Single,HIGH
183360,187637,191846,194485,206747,203388,36,Male,Graduate School,Married,HIGH
25451,24025,21148,17767,2692,-956,26,Female,University,Single,HIGH
133559,129869,118032,95953,73970,107785,40,Female,University,Married,HIGH
17589,18387,19157,19308,19486,19785,23,Female,High School,Married,LOW
61099,64160,76593,93988,50292,10510,29,Female,Graduate School,Single,HIGH
6895,16381,18715,22630,22276,13564,31,Female,University,Married,LOW
7233,1596,1562,0,0,0,31,Female,Graduate School,Single,HIGH
75382,73980,75036,77094,75708,76610,30,Female,University,Single,LOW
4885,649,-9,-9,3177,-10,51,Female,University,Married,HIGH
18758,4937,2000,9078,5058,6177,52,Male,University,Married,HIGH
19844,19238,20205,19588,20037,19880,32,Male,High School,Single,HIGH
52268,53440,54615,47146,47486,16937,37,Male,Graduate School,Single,HIGH
2619,1839,2544,1134,1313,1332,28,Male,Graduate School,Single,LOW
139569,101823,100209,85218,112672,76224,34,Female,University,Married,HIGH
17330,19258,23416,22768,23243,23718,25,Female,University,Single,LOW
6579,7599,8608,8780,9114,9234,22,Male,University,Single,LOW
1530,750,1140,1530,750,1140,26,Male,University,Single,HIGH
134327,123211,118587,118482,119952,110003,51,Male,Graduate School,Single,LOW
63144,65631,68875,70646,72870,75018,73,Male,High School,Married,LOW
377779,372355,365250,358145,352121,346216,39,Female,University,Married,LOW
20246,36350,18910,33500,-15306,20000,39,Female,University,Married,HIGH
148803,137561,130539,112300,105517,108011,44,Female,High School,Married,HIGH
173267,174590,175233,106288,28089,178719,46,Male,Graduate School,Married,HIGH
121558,126367,130658,79361,81196,83040,40,Female,University,Married,HIGH
51737,27121,28103,28814,29261,29878,55,Male,High School,Single,LOW
56387,57648,59521,58637,38490,38492,26,Male,High School,Single,HIGH
87836,92361,96013,34079,35629,59829,38,Female,University,Married,HIGH
10908,13331,0,0,0,0,27,Male,Graduate School,Single,HIGH
30101,0,780,0,0,0,23,Male,University,Single,HIGH
41614,43610,46581,47634,51305,52580,26,Female,Graduate School,Single,HIGH
50209,-2522,409,29148,30270,22814,40,Male,University,Single,HIGH
120515,117292,24612,19527,16471,13408,44,Female,University,Married,HIGH
62170,0,0,0,0,0,43,Female,High School,Married,HIGH
33634,34770,34948,-52,848,850,45,Male,Others,Married,HIGH
91093,92775,81718,83347,85623,87252,36,Female,University,Single,HIGH
252582,253302,254767,190432,105466,2312,41,Female,University,Single,LOW
30400,0,0,0,0,0,37,Male,Graduate School,Married,HIGH
56754,58835,59461,60974,62339,63648,27,Female,Graduate School,Single,HIGH
757,757,1549,757,757,1328,30,Female,High School,Married,HIGH
58091,58247,59495,58832,57677,58066,32,Female,High School,Married,HIGH
0,0,0,0,0,330,38,Female,University,Single,LOW
296002,284025,278422,283034,284430,294131,39,Female,University,Married,LOW
152180,157719,155368,123906,128597,105967,45,Male,University,Married,HIGH
